Transaction ID,Transaction
Trans215,"Bakery Items, Optical Items, Cleaning Supplies, Cleaning Supplies"
Trans216,"Bakery Items, Optical Items, Cleaning Supplies, Cleaning Supplies, Cleaning Supplies"
Trans217,"Optical Items, Bulk Fruits, Bulk Fruits"
Trans218,"Tires, Tires"
Trans219,"Optical Items, Bulk Fruits, Bulk Fruits"
Trans220,"Bakery Items, Optical Items, Optical Items, Optical Items"
Trans221,"Jewelry, Bulk Fruits, Optical Items, Optical Items"
Trans222,"Bulk Fruits, Bulk Fruits"
Trans223,"Bulk Vegetables, Tires, Garden Supplies, Bulk Vegetables"
Trans224,"Bakery Items, Bulk Fruits"
Trans225,"Cleaning Supplies, Garden Supplies, Bulk Vegetables, Garden Supplies"
Trans226,"Bulk Vegetables, Tires, Garden Supplies, Bulk Vegetables"
Trans227,"Bakery Items, Optical Items, Optical Items, Optical Items"
Trans228,"Jewelry, Bulk Fruits, Optical Items, Optical Items"
Trans229,"Bakery Items, Bulk Fruits, Bulk Fruits"
Trans230,"Bakery Items, Optical Items, Cleaning Supplies, Cleaning Supplies"
Trans231,"Bakery Items, Garden Supplies"
Trans232,"Bulk Vegetables, Tires, Garden Supplies, Bulk Vegetables"
Trans233,"Bulk Vegetables, Tires, Garden Supplies, Bulk Vegetables"
Trans234,"Bulk Vegetables, Tires, Garden Supplies, Bulk Vegetables"
Trans235,"Bulk Vegetables, Tires, Garden Supplies, Bulk Vegetables"
Trans236,"Bulk Fruits, Bulk Fruits"
Trans237,"Cleaning Supplies, Cleaning Supplies"
Trans238,"Bulk Fruits, Tires, Jewelry, Tires"
Trans239,"Bulk Fruits, Bulk Fruits"
Trans240,"Bakery Items, Garden Supplies"
Trans241,"Bakery Items, Garden Supplies"
Trans242,"Bulk Vegetables, Tires, Garden Supplies, Bulk Vegetables"
Trans243,"Optical Items, Bulk Fruits, Bulk Fruits"
Trans244,"Bakery Items, Optical Items, Optical Items, Optical Items"
Trans245,"Jewelry, Bulk Vegetables"
Trans246,"Bulk Fruits, Bulk Fruits"
Trans247,"Bulk Vegetables, Tires, Garden Supplies, Bulk Vegetables"
Trans248,"Bakery Items, Optical Items, Cleaning Supplies, Cleaning Supplies, Cleaning Supplies"
Trans249,"Bakery Items, Garden Supplies"
Trans250,"Cleaning Supplies, Garden Supplies, Bulk Vegetables, Garden Supplies"
Trans251,"Bakery Items, Bulk Fruits"
Trans252,"Bakery Items, Bulk Fruits"
Trans253,"Bulk Fruits, Bulk Fruits"
Trans254,"Bulk Fruits, Tires, Jewelry, Tires"
Trans255,"Bakery Items, Optical Items, Cleaning Supplies, Cleaning Supplies"
Trans256,"Bakery Items, Optical Items, Optical Items, Optical Items"
Trans257,"Bakery Items, Optical Items, Optical Items"
Trans258,"Bakery Items, Garden Supplies"
Trans259,"Bakery Items, Bulk Fruits"
Trans260,"Optical Items, Optical Items"
Trans261,"Bakery Items, Bulk Fruits"
Trans262,"Tires, Tires"
Trans263,"Jewelry, Bulk Fruits, Optical Items, Optical Items"
Trans264,"Bakery Items, Garden Supplies"
Trans265,"Bakery Items, Optical Items, Optical Items"
Trans266,"Cleaning Supplies, Garden Supplies, Bulk Vegetables, Garden Supplies"
Trans267,"Optical Items, Optical Items"
Trans268,"Bulk Vegetables, Tires, Garden Supplies, Bulk Vegetables"
Trans269,"Bakery Items, Optical Items, Optical Items"
Trans270,"Bakery Items, Optical Items, Cleaning Supplies, Cleaning Supplies"
Trans271,"Bakery Items, Bulk Fruits, Bulk Fruits"
Trans272,"Bulk Fruits, Bulk Fruits"
Trans273,"Bakery Items, Optical Items, Cleaning Supplies, Cleaning Supplies"
Trans274,"Bakery Items, Bulk Fruits, Bulk Fruits"
Trans275,"Bulk Vegetables, Tires, Garden Supplies, Bulk Vegetables"
Trans276,"Garden Supplies, Tires, Garden Supplies"
Trans277,"Bakery Items, Optical Items, Optical Items, Optical Items"
Trans278,"Bulk Fruits, Bulk Fruits"
Trans279,"Cleaning Supplies, Garden Supplies, Bulk Vegetables, Garden Supplies"
Trans280,"Bakery Items, Garden Supplies"
Trans281,"Jewelry, Bulk Fruits, Optical Items, Optical Items"
Trans282,"Bakery Items, Bulk Fruits, Bulk Fruits"
Trans283,"Cleaning Supplies, Garden Supplies, Bulk Vegetables, Garden Supplies"
Trans284,"Bulk Fruits, Bulk Fruits"
Trans285,"Bakery Items, Bulk Fruits, Bulk Fruits"
Trans286,"Bulk Vegetables, Tires, Garden Supplies, Bulk Vegetables"
Trans287,"Bakery Items, Optical Items, Optical Items, Optical Items"
Trans288,"Jewelry, Bulk Fruits, Optical Items, Optical Items"
Trans289,"Jewelry, Bulk Fruits, Optical Items, Optical Items"
Trans290,"Bulk Vegetables, Tires, Garden Supplies, Bulk Vegetables"
Trans291,"Bakery Items, Optical Items, Optical Items, Optical Items"
Trans292,"Optical Items, Optical Items"
Trans293,"Bakery Items, Optical Items, Cleaning Supplies, Cleaning Supplies, Cleaning Supplies"
Trans294,"Cleaning Supplies, Garden Supplies, Bulk Vegetables, Garden Supplies"
Trans295,"Jewelry, Bulk Fruits, Optical Items, Optical Items"
Trans296,"Cleaning Supplies, Cleaning Supplies"
Trans297,"Jewelry, Bulk Fruits, Optical Items, Optical Items"
Trans298,"Optical Items, Bulk Fruits, Bulk Fruits"
Trans299,"Bakery Items, Optical Items, Optical Items"
Trans300,"Bakery Items, Optical Items, Optical Items, Optical Items"
